mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Wilkes,34.0,Well drained,25.0,33.0,0.25,6.5,0.18,29.0,34.0,37.0,1.45,15.1,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Poindexter,32.0,Well drained,0.0,10.0,2.0,6.8,0.16,14.0,44.8,41.2,1.35,9.4,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Poindexter,32.0,Well drained,10.0,30.0,1.0,6.2,0.16,14.0,44.8,41.2,1.35,7.2,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Enon,30.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Enon,30.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Enon,30.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Wynott,21.0,Well drained,0.0,10.0,1.25,5.5,0.17,18.5,43.0,38.5,1.35,12.1,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Wynott,21.0,Well drained,10.0,18.0,0.75,5.5,0.17,18.5,43.0,38.5,1.35,10.9,osm-834363677
117473,"Wilkes-Poindexter-Wynott complex, 8 to 15 percent slopes",Wynott,21.0,Well drained,18.0,36.0,0.25,5.5,0.17,18.5,43.0,38.5,1.35,9.8,osm-834363677
117434,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Madison,8.0,Well drained,0.0,15.0,1.25,5.5,0.14,28.0,54.7,17.3,1.35,5.6,osm-834363677
117434,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Madison,8.0,Well drained,15.0,66.0,0.25,5.0,0.16,40.0,30.0,30.0,1.3,4.6,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Lloyd,5.0,Well drained,0.0,18.0,1.25,6.4,0.14,30.0,33.5,36.5,1.45,5.8,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Sedgefield,5.0,Moderately well drained,0.0,20.0,1.25,5.8,0.13,14.0,66.1,19.9,1.5,9.5,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Wilkes,5.0,Well drained,0.0,8.0,1.25,5.5,0.13,12.5,67.9,19.6,1.4,9.1,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Wilkes,5.0,Well drained,8.0,15.0,0.5,5.5,0.13,12.5,67.9,19.6,1.4,7.4,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Wilkes,5.0,Well drained,15.0,25.0,0.25,6.5,0.18,45.0,26.1,28.9,1.5,23.1,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Lloyd,5.0,Well drained,18.0,147.0,0.25,5.4,0.14,55.0,17.1,27.9,1.38,6.1,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Sedgefield,5.0,Moderately well drained,20.0,102.0,0.25,5.8,0.16,47.5,23.3,29.2,1.33,25.0,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Wilkes,5.0,Well drained,25.0,33.0,0.25,6.5,0.18,29.0,34.0,37.0,1.45,15.1,osm-834363677
117434,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Vance,4.0,Well drained,0.0,15.0,0.75,5.3,0.14,27.5,55.1,17.4,1.38,8.6,osm-834363677
117434,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Vance,4.0,Well drained,15.0,25.0,0.75,5.3,0.14,27.5,55.1,17.4,1.38,8.6,osm-834363677
117434,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Vance,4.0,Well drained,25.0,97.0,0.25,5.0,0.14,47.5,23.3,29.2,1.33,12.4,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,0.0,18.0,0.75,6.2,0.12,27.5,55.1,17.4,1.4,4.4,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,18.0,61.0,0.25,5.7,0.14,50.0,22.1,27.9,1.4,5.6,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Iredell,2.0,Moderately well drained,0.0,15.0,1.25,6.2,0.16,25.0,38.5,36.5,1.3,15.3,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Sedgefield,2.0,Moderately well drained,0.0,20.0,1.25,5.8,0.13,14.0,66.1,19.9,1.5,9.5,osm-834363677
117475,"Wynott-Enon complex, 2 to 8 percent slopes",Iredell,2.0,Moderately well drained,15.0,64.0,0.25,6.5,0.19,50.0,22.1,27.9,1.33,25.6,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-834363677
117476,"Wynott-Enon complex, 8 to 15 percent slopes",Sedgefield,2.0,Moderately well drained,20.0,102.0,0.25,5.8,0.16,47.5,23.3,29.2,1.33,25.0,osm-834363677
117454,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-834363677
2973889,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Cullen,95.0,Well drained,0.0,25.0,1.25,6.7,0.16,33.0,32.0,35.0,1.43,10.2,osm-1361967329
2973891,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Cullen,95.0,Well drained,0.0,25.0,1.25,6.7,0.16,33.0,32.0,35.0,1.43,10.2,osm-1361967329
2973892,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Cullen,95.0,Well drained,0.0,25.0,1.25,6.7,0.16,33.0,32.0,35.0,1.43,10.2,osm-1361967329
2973889,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Cullen,95.0,Well drained,25.0,127.0,0.25,4.8,0.11,64.0,10.0,26.0,1.28,,osm-1361967329
2973891,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Cullen,95.0,Well drained,25.0,127.0,0.25,4.8,0.11,64.0,10.0,26.0,1.28,,osm-1361967329
2973892,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Cullen,95.0,Well drained,25.0,127.0,0.25,4.8,0.11,64.0,10.0,26.0,1.28,,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Helena,90.0,Moderately well drained,0.0,20.0,1.25,5.8,0.11,12.5,67.9,19.6,1.6,5.9,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Helena,90.0,Moderately well drained,20.0,30.0,0.5,5.4,0.11,12.5,67.9,19.6,1.6,4.2,osm-1361967329
2430524,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Cecil,88.0,Well drained,0.0,15.0,0.75,5.5,0.17,27.0,55.4,17.6,1.5,7.5,osm-1361967329
2430524,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Cecil,88.0,Well drained,15.0,102.0,0.25,5.6,0.09,52.5,37.0,10.5,1.4,5.8,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Iredell,85.0,Moderately well drained,0.0,15.0,1.25,6.2,0.14,15.0,68.8,16.2,1.5,10.0,osm-1361967329
2430537,"Pacolet sandy loam, 8 to 15 percent slopes",Pacolet,85.0,Well drained,0.0,13.0,1.25,5.5,0.1,14.0,66.8,19.2,1.25,4.2,osm-1361967329
2430537,"Pacolet sandy loam, 8 to 15 percent slopes",Pacolet,85.0,Well drained,13.0,20.0,1.25,5.5,0.1,10.0,66.9,23.1,1.25,4.2,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Iredell,85.0,Moderately well drained,15.0,61.0,0.25,6.5,0.19,50.0,22.1,27.9,1.33,28.0,osm-1361967329
2430537,"Pacolet sandy loam, 8 to 15 percent slopes",Pacolet,85.0,Well drained,20.0,74.0,0.25,5.3,0.14,50.0,32.0,18.0,1.4,5.6,osm-1361967329
2430524,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Madison,8.0,Well drained,0.0,15.0,1.25,5.5,0.14,28.0,54.7,17.3,1.35,5.6,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Sedgefield,8.0,Moderately well drained,0.0,20.0,1.25,5.8,0.13,14.0,66.1,19.9,1.5,9.5,osm-1361967329
2430524,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Madison,8.0,Well drained,15.0,66.0,0.25,5.0,0.16,40.0,30.0,30.0,1.3,4.6,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Sedgefield,8.0,Moderately well drained,20.0,102.0,0.25,5.8,0.16,47.5,23.3,29.2,1.33,25.0,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Vance,5.0,Well drained,0.0,20.0,1.25,5.5,0.12,14.0,66.8,19.2,1.58,6.3,osm-1361967329
2973889,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Enon,5.0,Well drained,0.0,18.0,0.75,5.0,0.14,29.0,41.0,30.0,1.48,,osm-1361967329
2973891,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Enon,5.0,Well drained,0.0,18.0,0.75,5.0,0.14,29.0,41.0,30.0,1.48,,osm-1361967329
2973892,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Enon,5.0,Well drained,0.0,18.0,0.75,5.0,0.14,29.0,41.0,30.0,1.48,,osm-1361967329
2973889,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Enon,5.0,Well drained,18.0,76.0,0.5,5.8,0.15,54.0,30.0,16.0,1.36,28.3,osm-1361967329
2973891,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Enon,5.0,Well drained,18.0,76.0,0.5,5.8,0.15,54.0,30.0,16.0,1.36,28.3,osm-1361967329
2973892,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Enon,5.0,Well drained,18.0,76.0,0.5,5.8,0.15,54.0,30.0,16.0,1.36,28.3,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Vance,5.0,Well drained,20.0,76.0,0.25,5.0,0.14,47.5,23.3,29.2,1.33,12.4,osm-1361967329
2430524,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Vance,4.0,Well drained,0.0,15.0,0.75,5.3,0.14,27.5,55.1,17.4,1.38,8.6,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Wynott,4.0,Well drained,0.0,5.0,1.25,5.5,0.18,17.0,43.3,39.7,1.5,8.8,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Wynott,4.0,Well drained,5.0,25.0,0.75,5.5,0.18,17.0,43.3,39.7,1.5,7.6,osm-1361967329
2430524,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Vance,4.0,Well drained,15.0,25.0,0.75,5.3,0.14,27.5,55.1,17.4,1.38,8.6,osm-1361967329
2430524,"Cecil sandy clay loam, 2 to 8 percent slopes, moderately eroded",Vance,4.0,Well drained,25.0,97.0,0.25,5.0,0.14,47.5,23.3,29.2,1.33,12.4,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Wynott,4.0,Well drained,25.0,51.0,0.25,6.3,0.09,50.0,22.1,27.9,1.35,18.1,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Wedowee,3.0,Well drained,0.0,10.0,1.25,5.1,0.13,12.5,67.9,19.6,1.53,4.1,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Armenia,3.0,Poorly drained,0.0,8.0,2.5,6.5,0.2,18.5,43.0,38.5,1.35,12.0,osm-1361967329
2430532,"Iredell fine sandy loam, 2 to 8 percent slopes",Armenia,3.0,Poorly drained,8.0,163.0,0.5,7.0,0.16,47.5,23.3,29.2,1.35,25.0,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Wedowee,3.0,Well drained,10.0,18.0,0.5,5.1,0.13,12.5,67.9,19.6,1.53,2.4,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Wedowee,3.0,Well drained,18.0,58.0,0.25,5.1,0.16,47.0,40.0,13.0,1.35,5.3,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Worsham,1.0,Poorly drained,0.0,15.0,2.0,5.0,0.17,17.0,43.0,40.0,1.4,,osm-1361967329
2430525,"Helena sandy loam, 2 to 8 percent slopes",Worsham,1.0,Poorly drained,15.0,41.0,1.25,5.0,0.14,27.5,43.0,29.5,1.4,,osm-1361967329
115034,Water,Water,100.0,,,,,,,,,,,,osm-1386621285
114976,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Chewacla,90.0,Somewhat poorly drained,0.0,15.0,2.5,6.3,0.23,13.0,47.0,40.0,1.5,7.1,osm-1386621285
2422582,"Lloyd clay loam, 2 to 8 percent slopes, moderately eroded",Lloyd,90.0,Well drained,0.0,18.0,1.25,6.4,0.14,30.0,33.5,36.5,1.45,5.8,osm-1386621285
114976,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Chewacla,90.0,Somewhat poorly drained,15.0,132.0,1.0,5.5,0.11,28.0,53.0,19.0,1.4,,osm-1386621285
2422582,"Lloyd clay loam, 2 to 8 percent slopes, moderately eroded",Lloyd,90.0,Well drained,18.0,147.0,0.25,5.4,0.14,55.0,17.1,27.9,1.38,6.1,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Mecklenburg,85.0,Well drained,0.0,18.0,0.75,6.5,0.13,30.0,33.5,36.5,1.5,12.2,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Mecklenburg,85.0,Well drained,0.0,18.0,0.75,6.5,0.13,30.0,33.5,36.5,1.5,11.3,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Mecklenburg,85.0,Well drained,18.0,76.0,0.25,6.5,0.13,50.0,22.1,27.9,1.5,18.1,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Mecklenburg,85.0,Well drained,18.0,76.0,0.25,6.5,0.13,50.0,22.1,27.9,1.5,25.0,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Poindexter,45.0,Well drained,0.0,8.0,2.0,6.8,0.16,14.0,44.8,41.2,1.35,9.4,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Poindexter,45.0,Well drained,8.0,18.0,1.0,6.2,0.16,14.0,44.8,41.2,1.35,7.2,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Poindexter,45.0,Well drained,18.0,66.0,0.25,5.8,0.16,26.5,55.8,17.7,1.4,9.4,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Rowan,40.0,Well drained,0.0,5.0,2.0,5.4,0.15,14.0,44.8,41.2,1.43,9.4,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Rowan,40.0,Well drained,5.0,23.0,1.0,5.4,0.15,14.0,44.8,41.2,1.43,7.2,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Rowan,40.0,Well drained,23.0,74.0,0.25,5.8,0.18,26.5,55.8,17.7,1.43,9.8,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Wynott,10.0,Well drained,0.0,10.0,1.25,5.5,0.17,18.5,43.0,38.5,1.35,12.1,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Wynott,10.0,Well drained,10.0,18.0,0.75,5.5,0.17,18.5,43.0,38.5,1.35,10.9,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Wynott,10.0,Well drained,18.0,36.0,0.25,5.5,0.17,18.5,43.0,38.5,1.35,9.8,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Lloyd,8.0,Well drained,0.0,18.0,1.25,6.4,0.14,30.0,33.5,36.5,1.45,5.8,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Lloyd,8.0,Well drained,18.0,147.0,0.25,5.4,0.14,55.0,17.1,27.9,1.38,6.1,osm-1386621285
114976,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Riverview,5.0,Well drained,0.0,46.0,1.25,5.5,0.22,19.0,43.0,38.0,1.44,,osm-1386621285
114976,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,0.0,20.0,3.5,5.5,0.2,18.0,47.0,35.0,1.34,,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Lloyd,5.0,Well drained,0.0,18.0,1.25,6.4,0.14,30.0,33.5,36.5,1.45,5.8,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Pacolet,5.0,Well drained,0.0,18.0,0.75,6.2,0.12,27.5,55.1,17.4,1.4,4.4,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Wilkes,5.0,Well drained,0.0,8.0,1.25,5.5,0.13,12.5,67.9,19.6,1.4,9.1,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Wilkes,5.0,Well drained,8.0,15.0,0.5,5.5,0.13,12.5,67.9,19.6,1.4,7.4,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Wilkes,5.0,Well drained,15.0,25.0,0.25,6.5,0.18,45.0,26.1,28.9,1.5,23.1,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Lloyd,5.0,Well drained,18.0,147.0,0.25,5.4,0.14,55.0,17.1,27.9,1.38,6.1,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Pacolet,5.0,Well drained,18.0,61.0,0.25,5.7,0.14,50.0,22.1,27.9,1.4,5.6,osm-1386621285
114976,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,20.0,109.0,0.5,5.5,0.12,25.0,50.0,25.0,1.44,,osm-1386621285
2424750,"Poindexter-Rowan complex, 15 to 25 percent slopes",Wilkes,5.0,Well drained,25.0,33.0,0.25,6.5,0.18,29.0,34.0,37.0,1.45,15.1,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,0.0,18.0,0.75,6.2,0.12,27.5,55.1,17.4,1.4,4.4,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,18.0,61.0,0.25,5.7,0.14,50.0,22.1,27.9,1.4,5.6,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-1386621285
2422574,"Mecklenburg clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Enon,1.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Enon,1.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-1386621285
2422575,"Mecklenburg clay loam, 8 to 15 percent slopes, moderately eroded",Enon,1.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-1386621285
2440263,"Tarrus channery silt loam, 2 to 8 percent slopes",Tarrus,85.0,Well drained,0.0,13.0,1.25,5.5,0.14,19.5,26.7,53.8,1.25,7.7,osm-1383475117
2440263,"Tarrus channery silt loam, 2 to 8 percent slopes",Tarrus,85.0,Well drained,13.0,81.0,0.1,5.0,0.16,42.5,28.1,29.4,1.45,10.9,osm-1383475117
115169,"Kirksey silt loam, 0 to 6 percent slopes",Kirksey,80.0,Moderately well drained,0.0,18.0,1.25,5.8,0.19,12.0,20.7,67.3,1.3,7.0,osm-1383475117
115169,"Kirksey silt loam, 0 to 6 percent slopes",Kirksey,80.0,Moderately well drained,18.0,94.0,0.25,5.0,0.15,29.0,7.3,63.7,1.3,10.7,osm-1383475117
2440267,"Tarrus-Urban land complex, 2 to 8 percent slopes",Tarrus,60.0,Well drained,0.0,18.0,1.25,5.0,0.14,19.5,26.7,53.8,1.25,7.7,osm-1383475117
2440267,"Tarrus-Urban land complex, 2 to 8 percent slopes",Tarrus,60.0,Well drained,18.0,107.0,0.25,5.0,0.1,39.5,10.7,49.8,1.43,13.7,osm-1383475117
2440267,"Tarrus-Urban land complex, 2 to 8 percent slopes",Urban land,25.0,,,,,,,,,,,,osm-1383475117
115333,"Badin channery silt loam, 2 to 8 percent slopes",Badin,90.0,Well drained,0.0,15.0,2.0,5.0,0.17,18.0,27.0,55.0,1.5,,osm-1153259427
115333,"Badin channery silt loam, 2 to 8 percent slopes",Badin,90.0,Well drained,15.0,89.0,0.25,4.5,0.17,45.0,7.0,48.0,1.4,,osm-1153259427
115342,"Cid channery silt loam, 1 to 5 percent slopes",Cid,85.0,Moderately well drained,0.0,23.0,1.25,4.5,0.14,17.5,29.1,53.4,1.48,7.2,osm-1153259427
115350,"Goldston very channery silt loam, 4 to 15 percent slopes",Goldston,85.0,Well drained,0.0,3.0,1.25,4.5,0.12,12.5,30.9,56.6,1.5,5.9,osm-1153259427
2440243,"Tarrus gravelly silt loam, 2 to 8 percent slopes",Tarrus,85.0,Well drained,0.0,13.0,1.25,5.5,0.14,19.5,26.7,53.8,1.25,7.7,osm-1153259427
2440249,"Tarrus gravelly silty clay loam, 2 to 8 percent slopes, moderately eroded",Tarrus,85.0,Well drained,0.0,15.0,1.25,5.5,0.1,33.5,6.6,59.9,1.35,11.2,osm-1153259427
115350,"Goldston very channery silt loam, 4 to 15 percent slopes",Goldston,85.0,Well drained,3.0,18.0,0.75,4.5,0.12,12.5,30.9,56.6,1.5,5.9,osm-1153259427
2440243,"Tarrus gravelly silt loam, 2 to 8 percent slopes",Tarrus,85.0,Well drained,13.0,81.0,0.1,5.0,0.16,42.5,28.1,29.4,1.45,10.9,osm-1153259427
2440249,"Tarrus gravelly silty clay loam, 2 to 8 percent slopes, moderately eroded",Tarrus,85.0,Well drained,15.0,114.0,0.25,5.0,0.1,45.0,5.0,50.0,1.43,13.7,osm-1153259427
115350,"Goldston very channery silt loam, 4 to 15 percent slopes",Goldston,85.0,Well drained,18.0,41.0,0.25,4.5,0.1,18.5,27.1,54.4,1.5,5.2,osm-1153259427
115342,"Cid channery silt loam, 1 to 5 percent slopes",Cid,85.0,Moderately well drained,23.0,56.0,0.25,4.5,0.15,38.0,18.4,43.6,1.4,12.4,osm-1153259427
115361,"Secrest-Cid complex, 0 to 3 percent slopes",Secrest,65.0,Moderately well drained,0.0,20.0,1.25,5.5,0.2,17.0,13.7,69.3,1.3,7.1,osm-1153259427
115361,"Secrest-Cid complex, 0 to 3 percent slopes",Secrest,65.0,Moderately well drained,20.0,28.0,0.75,5.5,0.2,17.0,13.7,69.3,1.3,5.9,osm-1153259427
115361,"Secrest-Cid complex, 0 to 3 percent slopes",Secrest,65.0,Moderately well drained,28.0,109.0,0.25,5.5,0.15,31.0,9.4,59.6,1.33,8.3,osm-1153259427
115358,"Misenheimer-Cid complex, 0 to 3 percent slopes",Misenheimer,60.0,Moderately well drained,0.0,5.0,1.0,4.5,0.15,17.0,29.3,53.7,1.5,6.5,osm-1153259427
115358,"Misenheimer-Cid complex, 0 to 3 percent slopes",Misenheimer,60.0,Moderately well drained,5.0,18.0,0.5,4.5,0.15,17.0,29.3,53.7,1.5,5.5,osm-1153259427
115358,"Misenheimer-Cid complex, 0 to 3 percent slopes",Misenheimer,60.0,Moderately well drained,18.0,36.0,0.25,4.5,0.15,21.0,26.3,52.7,1.5,6.0,osm-1153259427
115352,"Goldston-Badin complex, 2 to 8 percent slopes",Goldston,45.0,Well drained,0.0,13.0,1.25,4.5,0.12,12.5,32.9,54.6,1.5,5.9,osm-1153259427
115352,"Goldston-Badin complex, 2 to 8 percent slopes",Goldston,45.0,Well drained,13.0,41.0,0.25,4.5,0.1,18.5,29.7,51.8,1.5,5.2,osm-1153259427
115352,"Goldston-Badin complex, 2 to 8 percent slopes",Badin,40.0,Well drained,0.0,18.0,2.0,4.5,0.17,18.5,27.1,54.4,1.5,9.1,osm-1153259427
115352,"Goldston-Badin complex, 2 to 8 percent slopes",Badin,40.0,Well drained,18.0,71.0,0.25,4.5,0.17,40.0,8.0,52.0,1.4,10.6,osm-1153259427
115358,"Misenheimer-Cid complex, 0 to 3 percent slopes",Cid,25.0,Moderately well drained,0.0,23.0,1.25,4.5,0.14,17.5,29.1,53.4,1.48,7.2,osm-1153259427
115358,"Misenheimer-Cid complex, 0 to 3 percent slopes",Cid,25.0,Moderately well drained,23.0,56.0,0.25,4.5,0.15,38.0,18.4,43.6,1.4,12.4,osm-1153259427
115361,"Secrest-Cid complex, 0 to 3 percent slopes",Cid,20.0,Moderately well drained,0.0,23.0,1.25,4.5,0.14,17.5,29.1,53.4,1.48,7.2,osm-1153259427
115361,"Secrest-Cid complex, 0 to 3 percent slopes",Cid,20.0,Moderately well drained,23.0,56.0,0.25,4.5,0.15,38.0,18.4,43.6,1.4,12.4,osm-1153259427
115333,"Badin channery silt loam, 2 to 8 percent slopes",Goldston,5.0,Well drained,0.0,13.0,1.25,4.5,0.13,16.0,29.7,54.3,1.5,4.5,osm-1153259427
115333,"Badin channery silt loam, 2 to 8 percent slopes",Tatum,5.0,Well drained,0.0,18.0,1.25,5.0,0.14,19.5,26.7,53.8,1.25,,osm-1153259427
115333,"Badin channery silt loam, 2 to 8 percent slopes",Goldston,5.0,Well drained,13.0,23.0,0.1,4.5,0.13,16.0,29.7,54.3,1.5,2.0,osm-1153259427
115333,"Badin channery silt loam, 2 to 8 percent slopes",Tatum,5.0,Well drained,18.0,112.0,0.25,5.0,0.1,52.5,5.7,41.8,1.43,,osm-1153259427
115333,"Badin channery silt loam, 2 to 8 percent slopes",Goldston,5.0,Well drained,23.0,38.0,0.1,4.5,0.09,16.0,29.7,54.3,1.5,2.0,osm-1153259427
115361,"Secrest-Cid complex, 0 to 3 percent slopes",Wehadkee,2.0,Poorly drained,0.0,20.0,3.5,5.5,0.13,16.0,45.7,38.3,1.48,12.5,osm-1153259427
