mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
3050324,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Cullen,95.0,Well drained,0.0,25.0,1.25,6.7,0.16,33.0,32.0,35.0,1.43,10.2,osm-1476971106
3050325,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Cullen,95.0,Well drained,0.0,25.0,1.25,6.7,0.16,33.0,32.0,35.0,1.43,10.2,osm-1476971106
3050326,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Cullen,95.0,Well drained,0.0,25.0,1.25,6.7,0.16,33.0,32.0,35.0,1.43,10.2,osm-1476971106
3050324,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Cullen,95.0,Well drained,25.0,127.0,0.25,4.8,0.11,64.0,10.0,26.0,1.28,,osm-1476971106
3050325,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Cullen,95.0,Well drained,25.0,127.0,0.25,4.8,0.11,64.0,10.0,26.0,1.28,,osm-1476971106
3050326,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Cullen,95.0,Well drained,25.0,127.0,0.25,4.8,0.11,64.0,10.0,26.0,1.28,,osm-1476971106
3050323,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Chewacla,90.0,Somewhat poorly drained,0.0,15.0,2.5,6.3,0.23,13.0,47.0,40.0,1.5,7.1,osm-1476971106
3050350,"Herndon silt loam, 2 to 6 percent slopes",Herndon,90.0,Well drained,0.0,20.0,0.75,4.5,0.17,20.0,24.0,56.0,1.3,,osm-1476971106
3050351,"Herndon silt loam, 6 to 10 percent slopes",Herndon,90.0,Well drained,0.0,20.0,0.75,4.5,0.17,20.0,24.0,56.0,1.3,,osm-1476971106
3050323,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Chewacla,90.0,Somewhat poorly drained,15.0,132.0,1.0,5.5,0.11,28.0,53.0,19.0,1.4,,osm-1476971106
3050350,"Herndon silt loam, 2 to 6 percent slopes",Herndon,90.0,Well drained,20.0,30.0,0.25,4.6,0.18,30.0,15.0,55.0,1.4,,osm-1476971106
3050351,"Herndon silt loam, 6 to 10 percent slopes",Herndon,90.0,Well drained,20.0,30.0,0.25,4.6,0.18,30.0,15.0,55.0,1.4,,osm-1476971106
3050384,"Wynott-Enon complex, 2 to 6 percent slopes, moderately eroded",Wynott,50.0,Well drained,0.0,13.0,1.25,5.5,0.1,28.0,50.0,22.0,1.44,,osm-1476971106
3050385,"Wynott-Enon complex, 6 to 10 percent slopes, moderately eroded",Wynott,50.0,Well drained,0.0,13.0,1.25,5.5,0.1,28.0,50.0,22.0,1.44,,osm-1476971106
3050384,"Wynott-Enon complex, 2 to 6 percent slopes, moderately eroded",Wynott,50.0,Well drained,13.0,36.0,0.2,5.5,0.18,50.0,22.0,28.0,1.36,,osm-1476971106
3050385,"Wynott-Enon complex, 6 to 10 percent slopes, moderately eroded",Wynott,50.0,Well drained,13.0,36.0,0.2,5.5,0.18,50.0,22.0,28.0,1.36,,osm-1476971106
3050384,"Wynott-Enon complex, 2 to 6 percent slopes, moderately eroded",Enon,45.0,Well drained,0.0,20.0,1.25,5.5,0.11,28.0,50.0,22.0,1.44,,osm-1476971106
3050385,"Wynott-Enon complex, 6 to 10 percent slopes, moderately eroded",Enon,45.0,Well drained,0.0,20.0,1.25,5.5,0.11,28.0,50.0,22.0,1.44,,osm-1476971106
3050384,"Wynott-Enon complex, 2 to 6 percent slopes, moderately eroded",Enon,45.0,Well drained,20.0,81.0,0.25,5.5,0.15,54.0,30.0,16.0,1.4,,osm-1476971106
3050385,"Wynott-Enon complex, 6 to 10 percent slopes, moderately eroded",Enon,45.0,Well drained,20.0,81.0,0.25,5.5,0.14,54.0,30.0,16.0,1.4,,osm-1476971106
3050323,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Riverview,5.0,Well drained,0.0,46.0,1.25,5.5,0.22,19.0,43.0,38.0,1.44,,osm-1476971106
3050323,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,0.0,20.0,3.5,5.5,0.2,18.0,47.0,35.0,1.34,,osm-1476971106
3050324,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Enon,5.0,Well drained,0.0,18.0,0.75,5.0,0.2,29.0,41.0,30.0,1.48,,osm-1476971106
3050325,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Enon,5.0,Well drained,0.0,18.0,0.75,5.0,0.2,29.0,41.0,30.0,1.48,,osm-1476971106
3050326,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Enon,5.0,Well drained,0.0,18.0,0.75,5.0,0.2,29.0,41.0,30.0,1.48,,osm-1476971106
3050350,"Herndon silt loam, 2 to 6 percent slopes",Lignum,5.0,Moderately well drained,0.0,5.0,1.5,5.0,0.19,17.0,29.0,54.0,1.48,,osm-1476971106
3050350,"Herndon silt loam, 2 to 6 percent slopes",Nanford,5.0,Well drained,0.0,18.0,2.0,4.7,0.21,11.0,23.0,66.0,1.36,,osm-1476971106
3050351,"Herndon silt loam, 6 to 10 percent slopes",Lignum,5.0,Moderately well drained,0.0,5.0,1.5,5.0,0.19,17.0,29.0,54.0,1.48,,osm-1476971106
3050351,"Herndon silt loam, 6 to 10 percent slopes",Nanford,5.0,Well drained,0.0,18.0,2.0,4.7,0.21,11.0,23.0,66.0,1.36,,osm-1476971106
3050384,"Wynott-Enon complex, 2 to 6 percent slopes, moderately eroded",Iredell,5.0,Moderately well drained,0.0,20.0,1.25,5.5,0.17,30.0,36.0,34.0,1.42,,osm-1476971106
3050385,"Wynott-Enon complex, 6 to 10 percent slopes, moderately eroded",Iredell,5.0,Moderately well drained,0.0,20.0,1.25,5.5,0.17,30.0,36.0,34.0,1.42,,osm-1476971106
3050350,"Herndon silt loam, 2 to 6 percent slopes",Lignum,5.0,Moderately well drained,5.0,30.0,1.0,5.0,0.19,17.0,29.0,54.0,1.42,,osm-1476971106
3050351,"Herndon silt loam, 6 to 10 percent slopes",Lignum,5.0,Moderately well drained,5.0,30.0,1.0,5.0,0.19,17.0,29.0,54.0,1.42,,osm-1476971106
3050324,"Cullen clay loam, 2 to 6 percent slopes, moderately eroded",Enon,5.0,Well drained,18.0,76.0,0.5,5.8,0.15,54.0,30.0,16.0,1.36,28.3,osm-1476971106
3050325,"Cullen clay loam, 6 to 10 percent slopes, moderately eroded",Enon,5.0,Well drained,18.0,76.0,0.5,5.8,0.15,54.0,30.0,16.0,1.36,28.3,osm-1476971106
3050326,"Cullen clay loam, 10 to 15 percent slopes, moderately eroded",Enon,5.0,Well drained,18.0,76.0,0.5,5.8,0.15,54.0,30.0,16.0,1.36,28.3,osm-1476971106
3050350,"Herndon silt loam, 2 to 6 percent slopes",Nanford,5.0,Well drained,18.0,69.0,0.1,4.7,0.09,49.0,7.0,44.0,1.4,,osm-1476971106
3050351,"Herndon silt loam, 6 to 10 percent slopes",Nanford,5.0,Well drained,18.0,69.0,0.1,4.7,0.09,49.0,7.0,44.0,1.4,,osm-1476971106
3050323,"Chewacla loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,20.0,109.0,0.5,5.5,0.12,25.0,50.0,25.0,1.44,,osm-1476971106
3050384,"Wynott-Enon complex, 2 to 6 percent slopes, moderately eroded",Iredell,5.0,Moderately well drained,20.0,86.0,0.25,5.5,0.17,50.0,22.0,28.0,1.38,,osm-1476971106
3050385,"Wynott-Enon complex, 6 to 10 percent slopes, moderately eroded",Iredell,5.0,Moderately well drained,20.0,86.0,0.25,5.5,0.17,50.0,22.0,28.0,1.38,,osm-1476971106
132003,"Claycreek silt loam, 0 to 2 percent slopes",Claycreek,95.0,Moderately well drained,0.0,10.0,1.25,5.5,0.19,4.0,28.3,67.7,1.3,1.5,osm-1009084804
132004,"Claycreek silt loam, 2 to 6 percent slopes",Claycreek,95.0,Moderately well drained,0.0,10.0,1.25,5.5,0.19,4.0,28.3,67.7,1.3,1.5,osm-1009084804
132003,"Claycreek silt loam, 0 to 2 percent slopes",Claycreek,95.0,Moderately well drained,10.0,38.0,0.25,5.3,0.15,18.0,11.8,70.2,1.3,,osm-1009084804
132004,"Claycreek silt loam, 2 to 6 percent slopes",Claycreek,95.0,Moderately well drained,10.0,38.0,0.25,5.3,0.15,18.0,11.8,70.2,1.3,,osm-1009084804
114509,"Creedmoor fine sandy loam, 2 to 8 percent slopes",Creedmoor,90.0,Moderately well drained,0.0,36.0,1.25,5.0,0.12,13.5,66.5,20.0,1.63,6.2,osm-1009084804
114529,"Mayodan fine sandy loam, 2 to 8 percent slopes",Mayodan,85.0,Well drained,0.0,15.0,1.25,5.3,0.14,12.5,67.3,20.2,1.53,6.0,osm-1009084804
115370,"White Store loam, 2 to 8 percent slopes",White Store,85.0,Moderately well drained,0.0,15.0,1.25,5.0,0.15,16.0,43.8,40.2,1.43,10.0,osm-1009084804
114529,"Mayodan fine sandy loam, 2 to 8 percent slopes",Mayodan,85.0,Well drained,15.0,23.0,0.1,5.3,0.17,30.0,55.5,14.5,1.35,7.5,osm-1009084804
115370,"White Store loam, 2 to 8 percent slopes",White Store,85.0,Moderately well drained,15.0,104.0,0.25,5.0,0.16,57.5,16.2,26.3,1.25,29.3,osm-1009084804
114529,"Mayodan fine sandy loam, 2 to 8 percent slopes",Mayodan,85.0,Well drained,23.0,84.0,0.1,5.0,0.15,47.5,23.3,29.2,1.4,12.0,osm-1009084804
114508,"Claycreek fine sandy loam, 0 to 2 percent slopes",Claycreek,80.0,Moderately well drained,0.0,20.0,1.25,5.0,0.19,12.0,71.3,16.7,1.3,7.0,osm-1009084804
114573,"White Store fine sandy loam, 2 to 8 percent slopes, moderately eroded",White Store,80.0,Moderately well drained,0.0,13.0,1.25,5.8,0.15,12.5,70.9,16.6,1.48,9.0,osm-1009084804
114573,"White Store fine sandy loam, 2 to 8 percent slopes, moderately eroded",White Store,80.0,Moderately well drained,13.0,122.0,0.1,4.7,0.16,57.5,16.2,26.3,1.25,,osm-1009084804
114508,"Claycreek fine sandy loam, 0 to 2 percent slopes",Claycreek,80.0,Moderately well drained,20.0,81.0,0.1,5.8,0.15,26.5,6.8,66.7,1.3,9.5,osm-1009084804
114509,"Creedmoor fine sandy loam, 2 to 8 percent slopes",Mayodan,8.0,Well drained,0.0,23.0,1.25,5.3,0.14,12.5,67.9,19.6,1.53,5.9,osm-1009084804
114509,"Creedmoor fine sandy loam, 2 to 8 percent slopes",Mayodan,8.0,Well drained,23.0,38.0,0.75,5.3,0.17,30.0,33.5,36.5,1.35,9.2,osm-1009084804
111642,"Enon sandy loam, 8 to 15 percent slopes",Enon,85.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-588414811
2422543,"Chewacla sandy loam, 0 to 2 percent slopes, frequently flooded",Chewacla,85.0,Somewhat poorly drained,0.0,10.0,2.5,6.0,0.2,22.5,39.8,37.7,1.45,11.2,osm-588414811
2422543,"Chewacla sandy loam, 0 to 2 percent slopes, frequently flooded",Chewacla,85.0,Somewhat poorly drained,10.0,66.0,1.25,5.5,0.2,30.0,17.4,52.6,1.4,9.4,osm-588414811
111642,"Enon sandy loam, 8 to 15 percent slopes",Enon,85.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-588414811
111642,"Enon sandy loam, 8 to 15 percent slopes",Enon,85.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Cullen,80.0,Well drained,0.0,15.0,1.25,5.6,0.15,25.0,28.5,46.5,1.45,9.1,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Cullen,80.0,Well drained,15.0,107.0,0.25,5.6,0.12,62.0,8.7,29.3,1.35,16.1,osm-588414811
111659,"Poindexter loam, 2 to 8 percent slopes",Poindexter,75.0,Well drained,0.0,10.0,2.0,6.8,0.16,14.0,44.8,41.2,1.35,9.4,osm-588414811
111659,"Poindexter loam, 2 to 8 percent slopes",Poindexter,75.0,Well drained,10.0,30.0,1.0,6.2,0.16,14.0,44.8,41.2,1.35,7.2,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Mecklenburg,8.0,Well drained,0.0,18.0,0.75,6.5,0.13,30.0,33.5,36.5,1.5,12.2,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Mecklenburg,8.0,Well drained,18.0,76.0,0.25,6.5,0.13,50.0,22.1,27.9,1.5,18.1,osm-588414811
2422543,"Chewacla sandy loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,0.0,20.0,3.5,5.5,0.13,16.0,43.8,40.2,1.48,12.5,osm-588414811
2422543,"Chewacla sandy loam, 0 to 2 percent slopes, frequently flooded",Wehadkee,5.0,Poorly drained,20.0,109.0,0.5,5.5,0.18,26.5,55.8,17.7,1.4,15.0,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,0.0,18.0,0.75,6.2,0.12,27.5,55.1,17.4,1.4,4.4,osm-588414811
2422543,"Chewacla sandy loam, 0 to 2 percent slopes, frequently flooded",Riverview,3.0,Well drained,0.0,46.0,1.25,5.5,0.2,18.5,43.0,38.5,1.45,7.5,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Pacolet,3.0,Well drained,18.0,61.0,0.25,5.7,0.14,50.0,22.1,27.9,1.4,5.6,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,0.0,18.0,1.25,5.8,0.13,12.5,70.9,16.6,1.55,9.1,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,18.0,25.0,0.5,5.8,0.13,28.0,54.7,17.3,1.45,15.1,osm-588414811
2422536,"Cullen clay loam, 2 to 8 percent slopes, moderately eroded",Enon,2.0,Well drained,25.0,68.0,0.25,6.4,0.14,50.0,22.1,27.9,1.3,25.6,osm-588414811
1485536,"Creedmoor-Green Level complex, 6 to 10 percent slopes",Creedmoor,65.0,Moderately well drained,0.0,13.0,1.25,4.5,0.12,13.5,66.5,20.0,1.63,6.0,osm-976134461
1485536,"Creedmoor-Green Level complex, 6 to 10 percent slopes",Creedmoor,65.0,Moderately well drained,13.0,26.0,0.75,4.5,0.12,13.5,66.5,20.0,1.63,6.0,osm-976134461
1485536,"Creedmoor-Green Level complex, 6 to 10 percent slopes",Creedmoor,65.0,Moderately well drained,26.0,38.0,0.1,4.5,0.14,27.5,55.1,17.4,1.55,7.0,osm-976134461
1485532,"Creedmoor-Green Level complex, 10 to 15 percent slopes",Creedmoor,60.0,Moderately well drained,0.0,13.0,1.25,4.5,0.12,13.5,66.5,20.0,1.63,6.0,osm-976134461
1485532,"Creedmoor-Green Level complex, 10 to 15 percent slopes",Creedmoor,60.0,Moderately well drained,13.0,26.0,0.75,4.5,0.12,13.5,66.5,20.0,1.63,6.0,osm-976134461
1485532,"Creedmoor-Green Level complex, 10 to 15 percent slopes",Creedmoor,60.0,Moderately well drained,26.0,38.0,0.1,4.5,0.14,27.5,55.1,17.4,1.55,7.0,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Chewacla,55.0,Somewhat poorly drained,0.0,10.0,2.5,6.0,0.2,22.5,39.8,37.7,1.45,11.2,osm-976134461
1485749,"White Store-Polkton complex, 2 to 6 percent slopes",White Store,55.0,Moderately well drained,0.0,20.0,1.25,5.0,0.15,16.0,43.8,40.2,1.43,10.0,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Chewacla,55.0,Somewhat poorly drained,10.0,66.0,1.25,5.5,0.2,30.0,17.4,52.6,1.4,9.4,osm-976134461
1485749,"White Store-Polkton complex, 2 to 6 percent slopes",White Store,55.0,Moderately well drained,20.0,84.0,0.25,5.0,0.16,57.5,16.2,26.3,1.25,29.3,osm-976134461
1485534,"Creedmoor-Green Level complex, 2 to 6 percent slopes",Creedmoor,45.0,Moderately well drained,0.0,13.0,1.25,4.5,0.12,13.5,66.5,20.0,1.63,6.0,osm-976134461
1485534,"Creedmoor-Green Level complex, 2 to 6 percent slopes",Creedmoor,45.0,Moderately well drained,13.0,26.0,0.75,4.5,0.12,13.5,66.5,20.0,1.63,6.0,osm-976134461
1485534,"Creedmoor-Green Level complex, 2 to 6 percent slopes",Creedmoor,45.0,Moderately well drained,26.0,38.0,0.1,4.5,0.14,27.5,55.1,17.4,1.55,7.0,osm-976134461
1485534,"Creedmoor-Green Level complex, 2 to 6 percent slopes",Green Level,40.0,Somewhat poorly drained,0.0,18.0,1.25,5.0,0.15,12.5,67.9,19.6,1.48,10.0,osm-976134461
1485749,"White Store-Polkton complex, 2 to 6 percent slopes",Polkton,40.0,Moderately well drained,0.0,11.0,1.25,5.0,0.15,20.0,29.7,50.3,1.43,10.0,osm-976134461
1485749,"White Store-Polkton complex, 2 to 6 percent slopes",Polkton,40.0,Moderately well drained,11.0,20.0,0.75,5.0,0.15,20.0,29.7,50.3,1.43,10.0,osm-976134461
1485534,"Creedmoor-Green Level complex, 2 to 6 percent slopes",Green Level,40.0,Somewhat poorly drained,18.0,25.0,0.75,5.0,0.15,12.5,67.9,19.6,1.48,10.0,osm-976134461
1485749,"White Store-Polkton complex, 2 to 6 percent slopes",Polkton,40.0,Moderately well drained,20.0,38.0,0.3,5.0,0.18,33.0,52.8,14.2,1.38,18.0,osm-976134461
1485534,"Creedmoor-Green Level complex, 2 to 6 percent slopes",Green Level,40.0,Somewhat poorly drained,25.0,33.0,0.25,5.0,0.16,27.0,59.4,13.6,1.25,10.0,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,30.0,Poorly drained,0.0,20.0,3.5,6.0,0.13,16.0,43.8,40.2,1.48,12.5,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,30.0,Poorly drained,20.0,109.0,0.5,5.5,0.18,26.5,55.8,17.7,1.4,15.0,osm-976134461
1485536,"Creedmoor-Green Level complex, 6 to 10 percent slopes",Green Level,25.0,Somewhat poorly drained,0.0,18.0,1.25,5.0,0.15,12.5,67.9,19.6,1.48,10.0,osm-976134461
1485536,"Creedmoor-Green Level complex, 6 to 10 percent slopes",Green Level,25.0,Somewhat poorly drained,18.0,25.0,0.75,5.0,0.15,12.5,67.9,19.6,1.48,10.0,osm-976134461
1485536,"Creedmoor-Green Level complex, 6 to 10 percent slopes",Green Level,25.0,Somewhat poorly drained,25.0,33.0,0.25,5.0,0.16,27.0,59.4,13.6,1.25,10.0,osm-976134461
1485532,"Creedmoor-Green Level complex, 10 to 15 percent slopes",Green Level,15.0,Somewhat poorly drained,0.0,18.0,1.25,5.0,0.15,12.5,67.9,19.6,1.48,10.0,osm-976134461
1485532,"Creedmoor-Green Level complex, 10 to 15 percent slopes",Green Level,15.0,Somewhat poorly drained,18.0,25.0,0.75,5.0,0.15,12.5,67.9,19.6,1.48,10.0,osm-976134461
1485532,"Creedmoor-Green Level complex, 10 to 15 percent slopes",Green Level,15.0,Somewhat poorly drained,25.0,33.0,0.25,5.0,0.16,27.0,59.4,13.6,1.25,10.0,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,10.0,Poorly drained,0.0,20.0,3.5,6.0,0.13,16.0,43.8,40.2,1.48,12.5,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Wehadkee,10.0,Poorly drained,20.0,109.0,0.5,5.5,0.18,26.5,55.8,17.7,1.4,15.0,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Congaree,5.0,Moderately well drained,0.0,25.0,2.5,6.0,0.16,17.0,43.3,39.7,1.3,9.9,osm-976134461
1485518,"Chewacla and Wehadkee soils, 0 to 2 percent slopes, frequently flooded",Congaree,5.0,Moderately well drained,25.0,203.0,1.25,6.0,0.16,26.5,37.9,35.6,1.35,9.4,osm-976134461
811165,"Wagram loamy sand, 0 to 6 percent slopes",Wagram,90.0,Well drained,0.0,20.0,1.25,5.3,0.07,6.0,77.7,16.3,1.68,3.4,osm-548794709
811165,"Wagram loamy sand, 0 to 6 percent slopes",Wagram,90.0,Well drained,20.0,61.0,0.5,5.3,0.07,6.0,77.7,16.3,1.68,1.7,osm-548794709
811141,"Rains sandy loam, 0 to 2 percent slopes",Rains,58.0,Poorly drained,0.0,15.0,3.5,5.1,0.13,12.0,71.0,17.0,1.44,,osm-548794709
811141,"Rains sandy loam, 0 to 2 percent slopes",Rains,58.0,Poorly drained,15.0,30.0,0.75,5.1,0.15,12.0,71.0,17.0,1.61,,osm-548794709
811141,"Rains sandy loam, 0 to 2 percent slopes",Rains,24.0,Poorly drained,0.0,15.0,3.5,5.1,0.13,12.0,71.0,17.0,1.44,,osm-548794709
811141,"Rains sandy loam, 0 to 2 percent slopes",Rains,24.0,Poorly drained,15.0,30.0,0.75,5.1,0.15,12.0,71.0,17.0,1.61,,osm-548794709
811141,"Rains sandy loam, 0 to 2 percent slopes",Lynchburg,10.0,Somewhat poorly drained,0.0,23.0,2.75,4.7,0.14,11.0,61.0,28.0,1.54,,osm-548794709
811141,"Rains sandy loam, 0 to 2 percent slopes",Lynchburg,10.0,Somewhat poorly drained,23.0,36.0,0.25,4.7,0.14,8.0,75.0,17.0,1.57,,osm-548794709
811141,"Rains sandy loam, 0 to 2 percent slopes",Pantego,8.0,Very poorly drained,0.0,46.0,7.0,4.5,0.2,10.0,50.0,40.0,1.38,,osm-548794709
811165,"Wagram loamy sand, 0 to 6 percent slopes",Bibb,3.0,Poorly drained,0.0,15.0,2.0,4.6,0.12,10.0,81.1,8.9,1.53,7.0,osm-548794709
811165,"Wagram loamy sand, 0 to 6 percent slopes",Bibb,3.0,Poorly drained,15.0,152.0,2.0,4.6,0.12,10.0,66.9,23.1,1.53,7.0,osm-548794709
811165,"Wagram loamy sand, 0 to 6 percent slopes",Johnston,2.0,Very poorly drained,0.0,76.0,11.5,5.0,0.23,12.5,45.7,41.8,1.35,29.0,osm-548794709
112137,"Altavista fine sandy loam, 0 to 2 percent slopes, occasionally flooded",Altavista,90.0,Moderately well drained,0.0,20.0,1.75,5.0,0.16,17.0,68.5,14.5,1.4,8.2,osm-1305439648
112137,"Altavista fine sandy loam, 0 to 2 percent slopes, occasionally flooded",Altavista,90.0,Moderately well drained,20.0,30.0,0.5,5.0,0.16,17.0,68.5,14.5,1.4,5.4,osm-1305439648
112196,"Wickham fine sandy loam, 2 to 8 percent slopes",Wickham,85.0,Well drained,0.0,20.0,1.25,5.3,0.14,14.0,62.5,23.5,1.55,5.7,osm-1305439648
2423738,"Congaree loam, 0 to 2 percent slopes, occasionally flooded",Congaree,85.0,Moderately well drained,0.0,25.0,2.5,5.9,0.16,17.0,46.5,36.5,1.3,10.5,osm-1305439648
2432831,"Pacolet sandy loam, 15 to 25 percent slopes",Pacolet,85.0,Well drained,0.0,13.0,1.25,5.5,0.1,14.0,66.8,19.2,1.25,4.2,osm-1305439648
2432834,"Pacolet sandy loam, 8 to 15 percent slopes",Pacolet,85.0,Well drained,0.0,13.0,1.25,5.5,0.1,14.0,66.8,19.2,1.25,4.2,osm-1305439648
2432831,"Pacolet sandy loam, 15 to 25 percent slopes",Pacolet,85.0,Well drained,13.0,20.0,1.25,5.5,0.1,10.0,66.9,23.1,1.25,4.2,osm-1305439648
2432834,"Pacolet sandy loam, 8 to 15 percent slopes",Pacolet,85.0,Well drained,13.0,20.0,1.25,5.5,0.1,10.0,66.9,23.1,1.25,4.2,osm-1305439648
112196,"Wickham fine sandy loam, 2 to 8 percent slopes",Wickham,85.0,Well drained,20.0,107.0,0.25,5.3,0.15,26.5,55.8,17.7,1.4,7.2,osm-1305439648
2432831,"Pacolet sandy loam, 15 to 25 percent slopes",Pacolet,85.0,Well drained,20.0,74.0,0.25,5.3,0.14,50.0,32.0,18.0,1.4,5.6,osm-1305439648
2432834,"Pacolet sandy loam, 8 to 15 percent slopes",Pacolet,85.0,Well drained,20.0,74.0,0.25,5.3,0.14,50.0,32.0,18.0,1.4,5.6,osm-1305439648
2423738,"Congaree loam, 0 to 2 percent slopes, occasionally flooded",Congaree,85.0,Moderately well drained,25.0,203.0,1.25,5.9,0.16,26.5,28.2,45.3,1.35,11.5,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Warne,80.0,Somewhat poorly drained,0.0,10.0,2.75,5.3,0.18,18.5,43.0,38.5,1.35,10.8,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Warne,80.0,Somewhat poorly drained,10.0,18.0,1.25,5.3,0.18,18.5,43.0,38.5,1.35,7.4,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Warne,80.0,Somewhat poorly drained,18.0,122.0,0.25,4.6,0.16,52.5,18.2,29.3,1.5,13.7,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Warne,10.0,Somewhat poorly drained,0.0,10.0,2.75,5.3,0.18,18.5,43.0,38.5,1.35,10.8,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Warne,10.0,Somewhat poorly drained,10.0,18.0,1.25,5.3,0.18,18.5,43.0,38.5,1.35,7.4,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Warne,10.0,Somewhat poorly drained,18.0,122.0,0.25,4.6,0.16,52.5,18.2,29.3,1.5,13.7,osm-1305439648
2432831,"Pacolet sandy loam, 15 to 25 percent slopes",Spartanburg,8.0,Well drained,0.0,6.0,1.0,4.5,0.13,12.5,67.9,19.6,1.4,3.5,osm-1305439648
2432831,"Pacolet sandy loam, 15 to 25 percent slopes",Spartanburg,8.0,Well drained,6.0,23.0,0.5,4.5,0.13,12.5,67.9,19.6,1.4,2.4,osm-1305439648
2432831,"Pacolet sandy loam, 15 to 25 percent slopes",Spartanburg,8.0,Well drained,23.0,91.0,0.25,5.1,0.14,47.5,23.3,29.2,1.38,5.3,osm-1305439648
112137,"Altavista fine sandy loam, 0 to 2 percent slopes, occasionally flooded",Warne,5.0,Somewhat poorly drained,0.0,10.0,2.75,5.3,0.18,18.5,43.0,38.5,1.35,10.8,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Dorian,5.0,Moderately well drained,0.0,15.0,0.75,5.5,0.12,12.0,71.3,16.7,1.43,4.7,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Roanoke,5.0,Poorly drained,0.0,10.0,1.25,4.5,0.17,17.0,28.0,55.0,1.35,7.1,osm-1305439648
2432831,"Pacolet sandy loam, 15 to 25 percent slopes",Bethlehem,5.0,Well drained,0.0,10.0,1.0,5.0,0.13,12.5,67.9,19.6,1.4,3.5,osm-1305439648
112137,"Altavista fine sandy loam, 0 to 2 percent slopes, occasionally flooded",Warne,5.0,Somewhat poorly drained,10.0,18.0,1.25,5.3,0.18,18.5,43.0,38.5,1.35,7.4,osm-1305439648
2423743,"Warne loam, 0 to 2 percent slopes, occasionally flooded",Roanoke,5.0,Poorly drained,10.0,33.0,0.25,4.5,0.17,33.5,7.5,59.0,1.5,12.4,osm-1305439648
